0	38.961000	-77.087703	1
0	38.945400	-77.017503	3
0	38.922000	-77.095503	1
0	38.914200	-76.994103	6
0	38.898600	-77.017503	4
0	38.836200	-76.962903	0
0	38.875200	-76.939503	5
0	38.851800	-77.017503	0
0	38.961000	-77.072103	1
0	38.945400	-77.033103	3
0	38.922000	-77.079903	1
0	38.805000	-77.017503	0
0	38.914200	-76.947303	2
0	38.898600	-77.064303	13
0	38.859600	-76.994103	0
0	38.937600	-76.986303	3
0	38.945400	-77.048703	3
0	38.922000	-77.064303	7
0	38.914200	-76.962903	2
0	38.898600	-77.048703	4
0	38.890800	-76.931703	5
0	38.859600	-76.978503	0
0	38.968800	-77.048703	1
0	38.937600	-77.001903	3
0	38.945400	-77.064303	1
0	38.953200	-77.001903	3
0	38.922000	-77.048703	7
0	38.898600	-76.970703	2
0	38.890800	-76.916103	5
0	38.859600	-76.962903	0
0	38.968800	-77.064303	1
0	38.937600	-77.017503	3
0	38.945400	-77.079903	1
0	38.922000	-77.033103	9
0	38.906400	-77.072103	7
0	38.898600	-76.955103	2
0	38.883000	-77.009703	2
0	38.867400	-76.939503	0
0	38.859600	-76.947303	0
0	38.968800	-77.017503	8
0	38.937600	-77.033103	9
0	38.945400	-77.095503	1
0	38.929800	-77.118903	12
0	38.922000	-77.017503	9
0	38.906400	-77.087703	1
0	38.789400	-77.009703	0
0	38.898600	-77.001903	2
0	38.883000	-77.025303	4
0	38.992200	-77.048703	11
0	38.875200	-77.017503	2
0	38.968800	-77.033103	8
0	38.937600	-77.048703	3
0	38.820600	-76.986303	0
0	38.929800	-77.103303	1
0	38.922000	-77.001903	6
0	38.906400	-77.040903	4
0	38.789400	-77.025303	0
0	38.898600	-76.986303	2
0	38.883000	-77.040903	10
0	38.875200	-77.033103	10
0	38.844000	-76.986303	0
0	38.953200	-77.025303	3
0	38.937600	-77.064303	1
0	38.820600	-77.001903	0
0	38.929800	-77.087703	1
0	38.922000	-76.986303	6
0	38.906400	-77.056503	7
0	38.805000	-76.994103	0
0	38.867400	-76.931703	0
0	38.844000	-77.001903	0
0	38.953200	-77.009703	3
0	38.937600	-77.079903	1
0	38.820600	-77.017503	0
0	38.929800	-77.072103	1
0	38.812800	-76.994103	0
0	38.922000	-76.970703	6
0	38.906400	-77.009703	2
0	38.883000	-76.947303	5
0	38.867400	-77.001903	2
0	38.859600	-77.009703	0
0	38.968800	-77.079903	1
0	38.953200	-77.056503	1
0	38.937600	-77.095503	1
0	38.929800	-77.056503	7
0	38.922000	-76.955103	6
0	38.906400	-77.025303	4
0	38.836200	-77.001903	0
0	38.898600	-76.939503	5
0	38.883000	-76.962903	0
0	38.867400	-76.986303	0
0	38.976600	-77.040903	8
0	38.844000	-76.970703	0
0	38.953200	-77.040903	3
0	38.937600	-77.111103	1
0	38.929800	-77.040903	9
0	38.906400	-76.978503	2
0	38.898600	-76.923903	5
0	38.883000	-76.978503	2
0	38.867400	-76.970703	0
0	38.976600	-77.056503	1
0	38.953200	-77.087703	1
0	38.836200	-76.994103	0
0	38.929800	-77.025303	9
0	38.914200	-77.079903	7
0	38.906400	-76.994103	2
0	38.890800	-77.033103	4
0	38.875200	-76.947303	0
0	38.883000	-76.994103	2
0	38.867400	-76.955103	0
0	38.953200	-77.072103	1
0	38.812800	-77.017503	0
0	38.929800	-77.009703	3
0	38.914200	-77.095503	1
0	38.906400	-76.947303	5
0	38.890800	-77.017503	4
0	38.875200	-76.962903	0
0	38.976600	-77.025303	8
0	38.844000	-77.017503	0
0	38.828400	-76.994103	0
0	38.929800	-76.994103	6
0	38.914200	-77.048703	7
0	38.797200	-77.017503	0
0	38.906400	-76.962903	2
0	38.890800	-77.064303	13
0	38.875200	-76.978503	0
0	38.851800	-76.978503	0
0	38.961000	-77.033103	3
0	38.828400	-76.978503	0
0	38.945400	-76.986303	3
0	38.929800	-76.978503	6
0	38.914200	-77.064303	7
0	38.890800	-77.048703	4
0	38.875200	-76.994103	2
0	38.883000	-76.916103	5
0	38.851800	-76.994103	0
0	38.961000	-77.017503	3
0	38.828400	-77.025303	0
0	38.945400	-77.001903	3
0	38.929800	-76.962903	6
0	38.914200	-77.017503	4
0	38.906400	-76.931703	5
0	38.890800	-76.970703	2
0	38.883000	-76.931703	5
0	38.867400	-77.017503	2
0	38.976600	-77.072103	1
0	38.961000	-77.064303	1
0	38.828400	-77.009703	0
0	38.922000	-77.118903	12
0	38.914200	-77.033103	4
0	38.890800	-76.955103	5
0	38.859600	-77.025303	0
0	38.984400	-77.064303	11
0	38.851800	-76.962903	0
0	38.961000	-77.048703	1
0	38.844000	-76.955103	0
0	38.922000	-77.103303	1
0	38.914200	-76.986303	2
0	38.781600	-77.025303	0
0	38.890800	-77.001903	2
0	38.937600	-77.103303	1
