0	41.972238	-87.891114	-2
0	41.792238	-87.641114	1
0	41.932238	-87.661114	8
1	41.742238	-87.631114	1
0	42.022238	-87.861114	2
0	41.872238	-87.621114	11
1	41.732238	-87.541114	0
0	41.952238	-87.821114	-2
0	41.962238	-87.741114	4
1	41.792238	-87.661114	1
0	41.912238	-87.711114	7
1	41.752238	-87.731114	1
0	42.002238	-87.931114	-2
0	42.012238	-87.711114	9
0	41.942238	-87.761114	-2
0	41.842238	-87.621114	6
0	41.982238	-87.841114	-2
0	41.992238	-87.761114	2
0	41.812238	-87.751114	-2
1	41.702238	-87.711114	0
1	41.742238	-87.601114	0
1	41.662238	-87.591114	0
0	41.882238	-87.671114	13
1	41.712238	-87.631114	0
0	41.972238	-87.651114	5
0	41.792238	-87.721114	1
1	41.642238	-87.681114	0
0	41.922238	-87.821114	-2
0	42.012238	-87.861114	2
0	42.022238	-87.781114	2
0	41.842238	-87.711114	3
1	41.672238	-87.671114	0
1	41.682238	-87.531114	0
0	41.952238	-87.901114	-2
0	41.842238	-87.631114	6
1	41.652238	-87.511114	-2
0	41.912238	-87.631114	8
1	41.772238	-87.571114	0
1	41.762238	-87.671114	1
0	42.002238	-87.691114	5
0	41.862238	-87.621114	11
0	41.942238	-87.841114	-2
0	41.782238	-87.731114	1
1	41.642238	-87.551114	0
0	41.892238	-87.761114	-2
1	41.782238	-87.721114	1
1	41.702238	-87.601114	0
1	41.762238	-87.601114	0
0	41.982238	-87.921114	-2
0	41.802238	-87.651114	1
0	41.852238	-87.641114	11
0	41.962238	-87.791114	-2
0	41.972238	-87.731114	4
0	41.792238	-87.801114	-2
0	41.812238	-87.601114	6
0	41.922238	-87.741114	-2
0	42.012238	-87.941114	-2
0	42.022238	-87.701114	5
1	41.682238	-87.501114	-2
1	41.732238	-87.701114	1
1	41.672238	-87.591114	0
0	41.952238	-87.661114	8
1	41.662238	-87.691114	0
0	41.902238	-87.811114	-2
1	41.702238	-87.591114	0
0	41.992238	-87.831114	2
0	42.002238	-87.771114	2
0	41.822238	-87.741114	3
1	41.692238	-87.741114	0
0	41.892238	-87.681114	7
1	41.712238	-87.561114	0
1	41.782238	-87.641114	1
0	41.982238	-87.681114	5
0	41.802238	-87.731114	1
1	41.632238	-87.651114	0
0	41.932238	-87.811114	-2
0	42.022238	-87.871114	-2
0	41.872238	-87.771114	-2
0	41.852238	-87.721114	3
1	41.782238	-87.611114	6
0	41.962238	-87.871114	-2
1	41.792238	-87.591114	6
0	41.922238	-87.661114	8
1	41.742238	-87.671114	1
0	42.012238	-87.701114	5
0	41.832238	-87.651114	1
1	41.682238	-87.651114	0
1	41.672238	-87.511114	-2
0	41.952238	-87.741114	4
0	41.792238	-87.611114	6
0	41.902238	-87.731114	-2
1	41.772238	-87.731114	1
0	41.992238	-87.911114	-2
0	41.812238	-87.661114	1
0	41.862238	-87.771114	-2
0	41.972238	-87.801114	-2
0	41.982238	-87.761114	2
1	41.632238	-87.731114	0
0	41.932238	-87.731114	7
1	41.752238	-87.591114	0
0	42.022238	-87.791114	2
0	41.872238	-87.691114	3
1	41.732238	-87.591114	0
1	41.722238	-87.691114	1
1	41.792238	-87.671114	1
1	41.652238	-87.681114	0
0	41.912238	-87.821114	-2
1	41.752238	-87.661114	1
0	42.002238	-87.861114	2
0	42.012238	-87.781114	2
0	41.832238	-87.731114	3
0	41.942238	-87.691114	4
1	41.682238	-87.731114	0
1	41.722238	-87.621114	0
0	41.902238	-87.651114	12
1	41.772238	-87.651114	1
0	41.992238	-87.671114	5
0	41.812238	-87.741114	1
1	41.702238	-87.661114	0
1	41.692238	-87.581114	0
0	41.882238	-87.761114	-2
0	41.862238	-87.691114	3
1	41.712238	-87.721114	0
1	41.782238	-87.801114	10
0	41.972238	-87.881114	-2
0	41.792238	-87.631114	1
0	41.932238	-87.651114	8
0	42.022238	-87.711114	9
0	41.842238	-87.641114	1
0	41.952238	-87.811114	-2
0	41.962238	-87.711114	4
0	41.912238	-87.741114	-2
1	41.762238	-87.741114	1
1	41.752238	-87.741114	1
0	42.002238	-87.941114	-2
0	41.822238	-87.671114	1
0	41.942238	-87.771114	-2
1	41.722238	-87.541114	0
1	41.642238	-87.601114	0
1	41.702238	-87.551114	0
0	41.982238	-87.851114	-2
0	41.992238	-87.751114	2
1	41.702238	-87.741114	0
1	41.742238	-87.591114	0
0	41.872238	-87.801114	-2
0	41.882238	-87.681114	13
1	41.712238	-87.641114	0
0	41.792238	-87.711114	1
1	41.652238	-87.601114	0
0	41.922238	-87.791114	-2
0	42.012238	-87.851114	2
0	41.842238	-87.721114	3
1	41.672238	-87.681114	0
0	41.952238	-87.891114	-2
1	41.662238	-87.641114	0
1	41.652238	-87.521114	-2
0	41.912238	-87.661114	7
1	41.772238	-87.581114	0
1	41.762238	-87.661114	1
1	41.692238	-87.701114	0
1	41.692238	-87.631114	0
0	42.002238	-87.701114	5
0	41.822238	-87.751114	-2
1	41.682238	-87.591114	0
0	41.942238	-87.851114	-2
1	41.662238	-87.561114	0
0	41.782238	-87.741114	1
0	41.892238	-87.751114	-2
1	41.782238	-87.711114	1
1	41.762238	-87.591114	0
0	41.982238	-87.931114	-2
0	41.802238	-87.661114	1
1	41.642238	-87.611114	0
1	41.632238	-87.561114	0
0	41.872238	-87.721114	3
0	41.852238	-87.631114	11
0	41.962238	-87.801114	-2
0	41.972238	-87.721114	4
0	41.792238	-87.791114	-2
0	41.812238	-87.591114	6
0	41.922238	-87.711114	7
0	42.012238	-87.931114	-2
0	41.832238	-87.681114	1
1	41.732238	-87.671114	1
1	41.672238	-87.601114	0
0	41.952238	-87.651114	8
1	41.642238	-87.521114	-2
1	41.662238	-87.721114	0
0	41.902238	-87.821114	-2
0	41.992238	-87.861114	2
0	42.002238	-87.781114	2
1	41.692238	-87.711114	0
0	41.882238	-87.811114	-2
0	41.892238	-87.671114	7
1	41.712238	-87.571114	0
1	41.782238	-87.631114	1
0	41.982238	-87.691114	5
0	41.802238	-87.741114	1
1	41.632238	-87.661114	0
0	41.932238	-87.801114	-2
0	41.802238	-87.611114	6
0	42.022238	-87.881114	-2
0	41.872238	-87.641114	11
0	41.852238	-87.711114	3
0	41.962238	-87.881114	-2
1	41.792238	-87.601114	6
1	41.652238	-87.651114	0
0	42.012238	-87.691114	5
0	41.832238	-87.761114	-2
1	41.682238	-87.641114	0
1	41.672238	-87.521114	-2
0	41.952238	-87.731114	4
0	41.902238	-87.741114	-2
1	41.772238	-87.741114	1
0	41.992238	-87.941114	-2
0	41.812238	-87.651114	1
0	41.822238	-87.611114	6
0	41.882238	-87.731114	-2
0	41.862238	-87.781114	-2
0	41.972238	-87.791114	-2
0	41.982238	-87.771114	2
1	41.632238	-87.741114	0
0	41.932238	-87.721114	7
1	41.752238	-87.601114	0
0	42.022238	-87.801114	2
0	41.842238	-87.691114	3
1	41.732238	-87.601114	0
1	41.722238	-87.681114	1
1	41.792238	-87.681114	1
1	41.652238	-87.731114	0
0	41.912238	-87.811114	-2
1	41.752238	-87.671114	1
0	42.002238	-87.831114	2
0	42.012238	-87.771114	2
0	41.942238	-87.701114	4
1	41.682238	-87.721114	0
1	41.722238	-87.611114	0
0	41.902238	-87.661114	7
1	41.772238	-87.661114	1
1	41.692238	-87.661114	0
0	41.992238	-87.701114	5
0	41.812238	-87.731114	1
1	41.702238	-87.651114	0
1	41.692238	-87.551114	0
1	41.662238	-87.601114	0
0	41.882238	-87.651114	13
0	41.862238	-87.701114	3
1	41.712238	-87.731114	0
1	41.782238	-87.791114	10
0	41.972238	-87.871114	-2
0	41.792238	-87.661114	1
1	41.642238	-87.591114	0
1	41.642238	-87.661114	0
1	41.632238	-87.501114	-2
0	41.932238	-87.641114	8
0	42.022238	-87.721114	9
0	41.842238	-87.771114	-2
0	41.952238	-87.841114	-2
0	41.962238	-87.721114	4
0	41.912238	-87.731114	-2
1	41.762238	-87.731114	1
0	42.002238	-87.911114	-2
0	41.822238	-87.681114	1
1	41.642238	-87.671114	0
0	41.942238	-87.781114	-2
1	41.722238	-87.531114	0
1	41.642238	-87.561114	0
0	41.892238	-87.741114	-2
0	41.982238	-87.861114	-2
0	41.992238	-87.781114	2
1	41.702238	-87.731114	0
1	41.742238	-87.621114	0
0	41.872238	-87.791114	-2
0	41.852238	-87.701114	3
1	41.692238	-87.561114	0
1	41.712238	-87.651114	0
0	41.792238	-87.741114	1
1	41.642238	-87.741114	0
0	41.922238	-87.801114	-2
0	42.012238	-87.841114	2
1	41.672238	-87.691114	0
0	41.952238	-87.921114	-2
1	41.662238	-87.631114	0
0	41.902238	-87.831114	-2
0	41.912238	-87.651114	8
1	41.762238	-87.651114	1
0	42.002238	-87.671114	5
0	41.822238	-87.761114	-2
0	41.942238	-87.861114	-2
0	41.782238	-87.751114	-2
0	41.892238	-87.661114	7
1	41.782238	-87.741114	1
1	41.762238	-87.581114	0
0	41.982238	-87.941114	-2
0	41.802238	-87.631114	1
1	41.632238	-87.671114	0
0	41.932238	-87.871114	-2
1	41.742238	-87.541114	0
0	41.872238	-87.711114	3
0	41.852238	-87.781114	-2
0	41.962238	-87.851114	-2
0	41.972238	-87.711114	4
0	41.922238	-87.721114	7
1	41.742238	-87.681114	1
0	42.012238	-87.921114	-2
0	41.832238	-87.671114	1
1	41.732238	-87.681114	1
1	41.672238	-87.611114	0
0	41.952238	-87.681114	4
1	41.662238	-87.711114	0
0	41.902238	-87.751114	-2
0	41.992238	-87.851114	2
0	42.002238	-87.751114	2
1	41.692238	-87.721114	0
1	41.642238	-87.651114	0
0	41.862238	-87.711114	3
1	41.712238	-87.581114	0
1	41.782238	-87.661114	1
0	41.982238	-87.701114	4
0	41.802238	-87.711114	1
0	41.932238	-87.791114	-2
0	42.022238	-87.891114	-2
0	41.872238	-87.631114	11
1	41.732238	-87.571114	0
0	41.962238	-87.931114	-2
1	41.792238	-87.611114	6
1	41.652238	-87.661114	0
0	41.912238	-87.841114	-2
0	41.922238	-87.641114	8
0	42.012238	-87.681114	5
0	41.832238	-87.751114	-2
1	41.742238	-87.721114	1
1	41.682238	-87.631114	0
1	41.672238	-87.531114	0
0	41.952238	-87.761114	-2
0	41.902238	-87.671114	7
1	41.772238	-87.711114	1
0	41.992238	-87.931114	-2
0	41.812238	-87.641114	1
1	41.702238	-87.681114	0
0	41.882238	-87.741114	-2
0	41.862238	-87.631114	11
0	41.972238	-87.861114	-2
0	41.982238	-87.781114	-2
1	41.632238	-87.511114	-2
0	41.932238	-87.711114	7
1	41.752238	-87.611114	0
1	41.682238	-87.621114	0
0	42.022238	-87.811114	2
0	41.842238	-87.701114	3
1	41.722238	-87.671114	1
0	41.962238	-87.691114	4
1	41.792238	-87.691114	1
1	41.652238	-87.741114	0
0	41.912238	-87.761114	-2
1	41.752238	-87.681114	1
0	42.002238	-87.841114	2
0	42.012238	-87.761114	2
0	41.942238	-87.711114	4
1	41.682238	-87.711114	0
1	41.722238	-87.601114	0
0	41.892238	-87.811114	-2
1	41.772238	-87.631114	1
1	41.702238	-87.561114	0
0	41.992238	-87.691114	5
0	41.812238	-87.721114	1
1	41.742238	-87.731114	1
0	41.882238	-87.661114	13
1	41.712238	-87.741114	0
0	41.972238	-87.941114	-2
0	41.792238	-87.651114	1
1	41.652238	-87.591114	0
1	41.632238	-87.591114	0
0	42.022238	-87.731114	9
0	41.842238	-87.781114	-2
1	41.732238	-87.731114	1
0	41.952238	-87.831114	-2
0	41.962238	-87.771114	-2
1	41.652238	-87.501114	-2
0	41.912238	-87.681114	7
1	41.762238	-87.721114	1
1	41.692238	-87.691114	0
0	42.002238	-87.921114	-2
0	41.822238	-87.691114	1
1	41.682238	-87.601114	0
0	41.942238	-87.791114	-2
1	41.662238	-87.531114	0
0	41.892238	-87.731114	-2
0	41.982238	-87.791114	-2
0	41.992238	-87.771114	2
1	41.742238	-87.611114	0
1	41.632238	-87.551114	0
0	41.852238	-87.691114	3
0	41.862238	-87.791114	-2
1	41.712238	-87.661114	0
0	41.972238	-87.701114	4
0	41.792238	-87.731114	1
1	41.642238	-87.731114	0
0	41.922238	-87.771114	-2
1	41.732238	-87.621114	0
0	42.012238	-87.831114	2
1	41.732238	-87.651114	1
1	41.672238	-87.701114	0
0	41.952238	-87.911114	-2
1	41.642238	-87.531114	0
1	41.662238	-87.661114	0
0	41.902238	-87.841114	-2
1	41.762238	-87.641114	1
0	42.002238	-87.681114	5
0	41.822238	-87.771114	-2
0	41.942238	-87.871114	-2
0	41.782238	-87.761114	-2
0	41.892238	-87.651114	13
1	41.712238	-87.591114	0
1	41.782238	-87.731114	1
1	41.772238	-87.791114	10
1	41.762238	-87.571114	0
0	41.982238	-87.871114	-2
0	41.802238	-87.641114	1
1	41.632238	-87.681114	0
