40.769599	-73.984315	3
40.765499	-74.004815	-2
40.761399	-73.992515	5
40.749099	-73.980215	12
40.757299	-73.996615	5
40.712199	-74.013015	14
40.798299	-73.955615	0
40.708099	-74.008915	10
40.794199	-73.976115	2
40.790099	-73.980215	2
40.835199	-73.935115	-2
40.769599	-73.955615	1
40.712199	-73.984315	10
40.859799	-73.926915	-2
40.708099	-74.004815	10
40.855699	-73.931015	-2
40.794199	-73.947415	0
40.703999	-74.008915	10
40.810599	-73.947415	-2
40.790099	-73.943315	0
40.806499	-73.943315	0
40.744999	-73.976115	12
40.732699	-73.996615	11
40.740899	-73.980215	6
40.818799	-73.939215	0
40.728599	-74.017115	-2
40.814699	-73.951515	-2
40.724499	-74.004815	8
40.831099	-73.951515	-2
40.777799	-73.992515	2
40.720399	-73.976115	9
40.773699	-73.996615	3
40.769599	-74.000715	3
40.765499	-73.988415	3
40.753199	-73.992515	5
