40.749099	-73.996615	7
40.806499	-73.939215	0
40.785999	-73.943315	0
40.802399	-73.943315	0
40.744999	-74.013015	7
40.740899	-74.008915	11
40.728599	-73.988415	9
40.736799	-73.988415	6
40.777799	-73.963815	1
40.720399	-74.013015	8
40.826999	-73.951515	-2
40.773699	-73.959715	1
40.716299	-73.976115	13
40.822899	-73.939215	-2
40.769599	-73.972015	1
40.753199	-73.963815	4
40.761399	-73.980215	4
40.855699	-73.922815	-2
40.757299	-73.976115	4
40.851599	-73.926915	-2
40.798299	-73.967915	-2
40.806499	-73.967915	-2
40.847499	-73.931015	-2
40.794199	-73.963815	-2
40.790099	-73.959715	1
40.785999	-73.972015	2
40.740899	-74.004815	7
40.781899	-73.984315	2
40.736799	-74.008915	11
40.843399	-73.947415	-2
40.839299	-73.943315	-2
40.720399	-74.000715	8
40.872099	-73.935115	-2
40.773699	-73.955615	1
40.814699	-73.967915	-2
40.716299	-74.021215	-2
40.765499	-73.996615	3
40.757299	-74.004815	5
40.712199	-74.004815	10
40.798299	-73.947415	0
40.708099	-74.017115	14
40.794199	-73.935115	0
40.732699	-74.008915	11
40.839299	-73.939215	-2
40.818799	-73.943315	-2
40.728599	-74.004815	8
40.835199	-73.943315	-2
40.863899	-73.931015	-2
40.855699	-73.939215	-2
40.703999	-74.017115	14
40.810599	-73.939215	0
40.790099	-73.951515	0
40.806499	-73.951515	-2
40.732699	-73.988415	9
40.740899	-73.988415	6
40.728599	-74.008915	8
40.814699	-73.943315	0
40.724499	-74.013015	8
40.831099	-73.943315	-2
40.777799	-73.984315	2
40.720399	-73.984315	13
40.826999	-73.939215	-2
40.872099	-73.918715	-2
40.765499	-73.980215	3
40.753199	-74.000715	5
40.859799	-73.922815	-2
40.761399	-73.967915	4
40.851599	-73.947415	-2
40.785999	-73.951515	1
40.802399	-73.951515	0
40.744999	-74.004815	7
40.785999	-73.976115	2
40.728599	-73.980215	9
40.736799	-73.996615	11
40.724499	-73.976115	9
40.777799	-73.955615	1
40.826999	-73.943315	-2
40.773699	-73.967915	1
40.716299	-74.000715	10
40.822899	-73.947415	-2
40.867999	-73.918715	-2
40.769599	-73.980215	3
40.753199	-73.972015	4
40.761399	-74.004815	5
40.749099	-73.984315	12
40.757299	-73.984315	5
40.851599	-73.935115	-2
40.798299	-73.959715	-2
40.790099	-73.967915	2
40.781899	-73.976115	2
40.843399	-73.939215	-2
40.839299	-73.951515	-2
40.818799	-73.963815	-2
40.814699	-73.959715	-2
40.716299	-74.013015	14
40.712199	-73.996615	10
40.859799	-73.939215	-2
40.798299	-73.939215	0
40.744999	-73.988415	6
40.732699	-74.000715	11
40.818799	-73.951515	-2
40.728599	-73.996615	9
40.835199	-73.951515	-2
40.814699	-73.939215	0
40.724499	-73.992515	9
40.765499	-73.951515	1
40.769599	-73.996615	3
40.863899	-73.922815	-2
40.749099	-74.000715	7
40.802399	-73.939215	0
40.732699	-73.980215	6
40.831099	-73.935115	-2
40.777799	-73.976115	2
40.773699	-73.980215	2
40.765499	-73.972015	4
40.753199	-73.976115	12
40.761399	-73.959715	4
40.749099	-74.013015	15
40.757299	-73.963815	4
40.810599	-73.967915	-2
40.847499	-73.935115	-2
40.802399	-73.959715	-2
40.744999	-73.996615	7
40.785999	-73.984315	2
40.740899	-73.992515	6
40.781899	-73.972015	2
40.736799	-74.004815	11
40.724499	-73.984315	9
40.777799	-73.947415	1
40.720399	-73.996615	13
40.773699	-73.943315	1
40.716299	-73.992515	13
40.822899	-73.955615	-2
40.867999	-73.926915	-2
40.769599	-73.988415	3
40.765499	-74.000715	3
40.761399	-73.996615	5
40.749099	-73.976115	12
40.757299	-73.992515	5
40.712199	-74.017115	14
40.798299	-73.951515	0
40.847499	-73.947415	-2
40.794199	-73.980215	2
40.790099	-73.976115	2
40.843399	-73.931015	-2
40.835199	-73.939215	-2
40.863899	-73.935115	-2
40.712199	-73.988415	10
40.859799	-73.931015	-2
40.798299	-73.931015	0
40.708099	-74.000715	10
40.855699	-73.926915	-2
40.794199	-73.951515	0
40.703999	-74.013015	10
40.810599	-73.951515	-2
40.790099	-73.939215	0
40.744999	-73.980215	12
40.732699	-73.992515	9
40.740899	-73.976115	6
40.724499	-74.000715	8
40.720399	-73.980215	13
40.773699	-73.992515	3
40.765499	-73.984315	3
40.753199	-73.996615	5
40.749099	-73.992515	5
40.806499	-73.935115	0
40.785999	-73.947415	0
40.802399	-73.947415	0
40.736799	-73.976115	6
40.777799	-73.967915	1
40.826999	-73.955615	-2
40.773699	-73.988415	3
40.716299	-73.988415	13
40.822899	-73.935115	0
40.867999	-73.914615	-2
40.769599	-73.959715	1
40.765499	-73.963815	1
40.753199	-73.984315	12
40.761399	-73.984315	3
40.749099	-73.972015	12
40.757299	-73.972015	4
40.810599	-73.959715	-2
40.851599	-73.931015	-2
40.798299	-73.980215	2
40.806499	-73.963815	-2
40.794199	-73.967915	-2
40.802399	-73.967915	-2
40.781899	-73.955615	1
40.785999	-73.959715	1
40.740899	-74.000715	7
40.781899	-73.963815	1
40.736799	-74.013015	11
40.876199	-73.926915	-2
40.720399	-74.004815	8
40.826999	-73.959715	-2
40.872099	-73.931015	-2
40.773699	-73.951515	1
40.716299	-74.017115	14
40.822899	-73.963815	-2
40.867999	-73.935115	-2
40.765499	-73.992515	3
40.757299	-74.000715	5
40.712199	-74.008915	14
40.798299	-73.943315	0
40.708099	-74.013015	14
40.794199	-73.939215	0
40.790099	-73.984315	2
40.781899	-73.992515	-2
40.839299	-73.935115	-2
40.818799	-73.947415	-2
40.835199	-73.947415	-2
40.769599	-73.951515	1
40.863899	-73.926915	-2
40.712199	-73.980215	10
40.855699	-73.935115	-2
40.794199	-73.943315	0
40.703999	-74.021215	-2
40.810599	-73.943315	0
40.790099	-73.947415	0
40.806499	-73.947415	0
40.744999	-73.972015	12
40.732699	-73.984315	6
40.740899	-73.984315	6
40.818799	-73.935115	0
40.728599	-74.013015	8
40.814699	-73.955615	-2
40.724499	-74.008915	8
40.831099	-73.955615	-2
40.777799	-73.988415	2
40.720399	-73.988415	13
40.872099	-73.914615	-2
40.765499	-73.976115	4
40.753199	-74.004815	7
40.761399	-73.972015	4
40.785999	-73.955615	1
40.802399	-73.955615	-2
40.744999	-74.008915	7
40.785999	-73.980215	2
40.740899	-74.013015	11
40.728599	-73.984315	9
40.736799	-73.984315	6
40.777799	-73.959715	1
40.720399	-74.008915	8
40.826999	-73.947415	-2
40.773699	-73.963815	1
40.716299	-73.980215	13
40.822899	-73.943315	-2
40.867999	-73.922815	-2
40.769599	-73.967915	1
40.761399	-73.976115	4
40.757299	-73.980215	4
40.851599	-73.939215	-2
40.798299	-73.972015	-2
40.806499	-73.972015	-2
40.794199	-73.959715	-2
40.802399	-73.976115	-2
40.781899	-73.947415	1
40.790099	-73.963815	2
40.785999	-73.967915	2
40.781899	-73.988415	2
40.843399	-73.943315	-2
40.839299	-73.947415	-2
40.716299	-74.008915	14
40.757299	-74.008915	5
40.712199	-74.000715	10
40.798299	-73.935115	0
40.708099	-74.021215	-2
40.794199	-73.931015	0
40.732699	-74.013015	11
40.818799	-73.955615	-2
40.728599	-74.000715	11
40.814699	-73.935115	0
40.863899	-73.918715	-2
40.753199	-74.008915	7
40.855699	-73.943315	-2
40.810599	-73.935115	0
40.790099	-73.955615	0
40.806499	-73.955615	-2
40.732699	-73.976115	6
40.814699	-73.947415	-2
40.831099	-73.947415	-2
40.777799	-73.980215	2
40.826999	-73.935115	-2
40.872099	-73.922815	-2
40.773699	-73.976115	2
40.765499	-73.967915	4
40.753199	-73.980215	12
40.761399	-73.963815	4
40.749099	-74.008915	7
40.757299	-73.959715	4
40.851599	-73.943315	-2
40.802399	-73.963815	-2
40.744999	-74.000715	7
40.781899	-73.967915	2
40.728599	-73.976115	6
40.736799	-73.992515	6
40.724499	-73.980215	9
40.777799	-73.951515	1
40.720399	-74.017115	8
40.773699	-73.972015	1
40.716299	-74.004815	8
40.822899	-73.951515	-2
40.867999	-73.931015	-2
40.769599	-73.976115	3
40.753199	-73.967915	4
40.761399	-74.000715	5
40.749099	-73.988415	12
40.757299	-73.988415	5
40.712199	-74.021215	-2
40.798299	-73.963815	-2
40.847499	-73.943315	-2
40.790099	-73.972015	2
40.781899	-73.980215	2
40.843399	-73.935115	-2
40.818799	-73.959715	-2
40.814699	-73.963815	-2
40.769599	-73.947415	1
40.712199	-73.992515	10
40.859799	-73.935115	-2
40.794199	-73.955615	0
40.810599	-73.955615	-2
40.744999	-73.984315	12
40.732699	-74.004815	11
40.728599	-73.992515	9
40.724499	-73.996615	8
40.876199	-73.922815	-2
40.765499	-73.955615	1
40.769599	-73.992515	3
40.749099	-74.004815	7
40.802399	-73.935115	0
40.736799	-73.980215	6
40.831099	-73.939215	-2
40.777799	-73.972015	2
40.773699	-73.984315	2
40.716299	-73.984315	13
40.769599	-73.963815	1
40.765499	-73.959715	1
40.753199	-73.988415	5
40.761399	-73.988415	3
40.749099	-73.967915	12
40.757299	-73.967915	4
40.810599	-73.963815	-2
40.798299	-73.976115	-2
40.806499	-73.959715	-2
40.847499	-73.939215	-2
40.785999	-73.939215	0
40.794199	-73.972015	2
40.802399	-73.972015	-2
40.781899	-73.951515	1
40.744999	-73.992515	7
40.785999	-73.963815	1
40.740899	-73.996615	7
40.781899	-73.959715	1
40.736799	-74.000715	11
40.724499	-73.988415	9
40.876199	-73.931015	-2
40.720399	-73.992515	13
40.872099	-73.926915	-2
40.773699	-73.947415	1
40.716299	-73.996615	13
40.822899	-73.959715	-2
